title,link,image_url,rating,reviews,address,opening_hours,latitude,longitude,kategori,aktivitas,deskripsi,kecamatan,biaya_masuk,biaya_parkir_motor,biaya_parkir_mobil,tags_joined
Menara Pandang Simanindo,https://www.google.com/maps/place/Menara+Pandang+Simanindo/data=!4m7!3m6!1s0x3031bf54fc458df7:0x688a25165ccab970!8m2!3d2.7480401!4d98.7504048!16s%2Fg%2F11f57sk8jz!19sChIJ941F_FS_MTARcLnKXBYlimg?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1NxiNUig5YU70vAF-VtqgP4EcmvFUT-XP?usp=drive_link,4.5,23,"Simanindo Sangkal, Simanindo, Samosir Regency, North Sumatra",Open 08.00-16.00,2.7482651464363674,98.75038334232858,Alam,"Pemandangan, Fotografi, Santai","Menara Pandang Simanindo merupakan destinasi wisata alam yang terletak di Simanindo Sangkal, Kecamatan Simanindo, Kabupaten Samosir, Sumatera Utara. Dari menara dua lantai ini, pengunjung dapat menikmati panorama Danau Toba dari jarak yang lebih dekat dibandingkan Menara Pandang Tele. Didirikan di atas perbukitan kecil sejak tahun 2017, menara ini menyuguhkan empat sudut pandang yang berbeda, termasuk pemandangan kampung tradisional Simanindo dan pulau kecil yang hijau nan mempesona. Keindahan alam berpadu dengan suasana sejuk dan ornamen sederhana khas Batak. Tempat ini cocok untuk bersantai, berswafoto, serta menikmati pemandangan sambil duduk di kursi panjang yang tersedia di balkon. Tidak dikenakan tiket masuk, menjadikannya pilihan populer saat akhir pekan.",Simanindo,0,0,0,pemandangan fotografi santai alam menara pandang simanindo destinasi wisata alam letak simanindo sangkal camat simanindo kabupaten samosir sumatera utara menara lantai unjung nikmat panorama danau toba jarak banding menara pandang tele diri bukit menara suguh sudut pandang beda pandang kampung tradisional simanindo pulau hijau nan pesona indah alam padu suasana sejuk ornamen sederhana khas batak cocok santa berswafoto nikmat pandang duduk kursi sedia balkon kena tiket masuk jadi pilih populer pekan
Bukit Simargulang Ombun,https://www.google.com/maps/place/Bukit+Simargulang+Ombun/data=!4m7!3m6!1s0x3031d949df305b7f:0xadf619ed85ddaacf!8m2!3d2.5062786!4d98.7387721!16s%2Fg%2F11f62rbtrw!19sChIJf1sw30nZMTARz6rdhe0Z9q0?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1G-Oqv2qrcMUvTlqsrcm-bkKs5Aokeo9z?usp=drive_link,4.6,11,"Tamba Dolok, Sitio-Tio, Samosir Regency, North Sumatra",Open 24 hours,2.5065144085854065,98.73873991349285,Alam,"Pemandangan, Fotografi, Camping","Bukit Simargalung Ombun adalah destinasi wisata alam tersembunyi yang terletak di Desa Tamba Dolok, Kecamatan Sitiotio, Kabupaten Samosir, Sumatera Utara. Dari puncaknya, pengunjung disuguhi panorama luar biasa: hamparan sawah hijau yang luas, desa Sitio-tio yang membentang, serta keindahan Danau Toba yang magis dari sudut yang jarang dijamah wisatawan. Tempat ini menawarkan suasana tenang dan alami, menjadikannya lokasi ideal untuk camping dan fotografi lanskap. Akses ke bukit ini bisa ditempuh dari Medan atau dari Menara Pandang Tele dengan kondisi jalan yang sudah ditingkatkan oleh masyarakat setempat. Keindahan alami dan ketenangan Bukit Simargalung Ombun menjadikannya surga tersembunyi yang layak dieksplorasi di luar rute wisata utama Samosir.",Sitio-Tio,0,0,0,pemandangan fotografi camping alam bukit simargalung ombun destinasi wisata alam sembunyi letak desa tamba dolok camat sitiotio kabupaten samosir sumatera utara puncak unjung suguh panorama hampar sawah hijau luas desa bentang indah danau toba magis sudut jarang jamah wisatawan tawar suasana tenang alami jadi lokasi ideal camping fotografi lanskap akses bukit tempuh medan menara pandang tele kondisi jalan tingkat masyarakat indah alami tenang bukit simargalung ombun jadi surga sembunyi layak eksplorasi rute wisata utama samosir
Panatapan Batu Anduhur,https://www.google.com/maps/place/Panatapan+Batu+Anduhur/data=!4m7!3m6!1s0x3031cf13b78492b9:0x856868718e89b595!8m2!3d2.6236148!4d98.6255891!16s%2Fg%2F11lgwp5k__!19sChIJuZKEtxPPMTARlbWJjnFoaIU?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1BMF4eTXRLOp5e5JIBej7T3qNxdI6t9-o?usp=drive_link,4.7,56,"Huta Gurgur, Kec. Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara 22396",Open 24 hours,2.6237862814243944,98.6255891,Alam,"Pemandangan, Fotografi","Penatapan Batu Anduhur di Huta Gurgur, Samosir, menawarkan pemandangan alam yang memukau dengan sawah yang terhampar luas dan pemandangan Danau Toba dari ketinggian. Pengunjung dapat menikmati suasana angin sejuk dan melihat Gunung Pusuk Buhit serta perbukitan sekitar. Meskipun akses menuju lokasi cukup menantang, keindahan alam di Batu Anduhur membuatnya layak dikunjungi.",Sianjur Mula Mula,0,5000,5000,pemandangan fotografi alam tatap batu anduhur huta gurgur samosir tawar pandang alam pukau sawah hampar luas pandang danau toba tinggi unjung nikmat suasana angin sejuk gunung pusuk buhit bukit akses lokasi tantang indah alam batu anduhur buat layak kunjung
Pantai Sipinggan,https://www.google.com/maps/place/Indah+Sipinggan+Beach/data=!4m7!3m6!1s0x3031e1df48158301:0xe20812865d8411e8!8m2!3d2.4319981!4d98.8975483!16s%2Fg%2F11fy4mj19w!19sChIJAYMVSN_hMTAR6BGEXYYSCOI?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1-_lnWxzzZuGwbPd8EpdCRY-eJluLBFPi?usp=drive_link,4.7,7,"Siantar Selatan, Kota Pematang Siantar, Sumatera Utara 22394",Open 08.00-16.00,2.43224464093942,98.89756975767143,Bahari,"Aktivitas Air, Berenang, Pemandangan, Fotografi","Pantai Sipinggan atau Pantai Indah Sipinggan Nainggolan adalah destinasi menawan di bibir Danau Toba yang menawarkan panorama alam yang memukau dengan garis pantai yang panjang, pasir putih, dan ombak danau yang tenang. Lokasinya berada di Desa Sipinggan, Kecamatan Nainggolan, Pulau Samosir. Pantai ini juga pernah menjadi tuan rumah “Festival Tuak” yang mempromosikan kearifan lokal.",Nainggolan,10000,3000,5000,aktivitas air berenang pemandangan fotografi bahari pantai sipinggan pantai indah sipinggan nainggolan destinasi tawan bibir danau toba tawar panorama alam pukau garis pantai pasir putih ombak danau tenang lokasi desa sipinggan camat nainggolan pulau samosir pantai tuan rumah festival tuak promosi arif lokal
Pelabuhan Parapat,"https://www.google.com/maps/place/Pelabuhan+Parapat/@2.6684769,98.9361763,19z/data=!4m10!1m2!2m1!1sPelabuhan+wisata+danau+toba!3m6!1s0x3031eb8f596fe311:0x5f40ed294a51e30b!8m2!3d2.6685385!4d98.9369917!15sChtQZWxhYnVoYW4gd2lzYXRhIGRhbmF1IHRvYmFaHSIbcGVsYWJ1aGFuIHdpc2F0YSBkYW5hdSB0b2JhkgEGbWFyaW5hmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVI0T1hGbVJHVkJFQUWqAUQQATIfEAEiGwITvKwNdkpLBXLV9Ke1zQ9sL3XljYfvclBSUjIfEAIiG3BlbGFidWhhbiB3aXNhdGEgZGFuYXUgdG9iYeABAPoBBAgAEEA!16s%2Fg%2F11cjj04j6x?entry=ttu&g_ep=EgoyMDI1MDYyMy4yIKXMDSoASAFQAw%3D%3D",https://drive.google.com/drive/folders/17f4L62A1RXMMYGQAVL6WjPYCC3uh8_yh?usp=drive_link,4.2,103,"Sumatra, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",Open 08.00-19.00,2.6685639533519576,98.93699170077517,Bahari,"Aktivitas Air, Perahu, Transportasi","Pelabuhan Parapat adalah pintu gerbang utama ke Pulau Samosir dan kawasan Danau Toba. Pelabuhan ini merupakan tempat bersandarnya kapal feri dan kapal wisata yang akan mengantar wisatawan ke pulau tersebut. Selain sebagai tempat transportasi, pelabuhan ini juga menawarkan pemandangan Danau Toba yang indah dan berbagai aktivitas wisata air. ",Girsang Sipangan Bolon,0,0,0,aktivitas air perahu transportasi bahari labuh parapat pintu gerbang utama pulau samosir kawasan danau toba labuh sandar kapal feri kapal wisata antar wisatawan pulau transportasi labuh tawar pandang danau toba indah aktivitas wisata air
Danau Pea Porohan,https://www.google.com/maps/place/PEA+POROHAN+%28WISATA+ALAM%29/data=!4m7!3m6!1s0x3031c5900904bb3d:0x304eee46818a008d!8m2!3d2.6243546!4d98.7341014!16s%2Fg%2F11rc90hvwm!19sChIJPbsECZDFMTARjQCKgUbuTjA?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1Jtf5ERgkN5hfEcDPrX3Xgse48SSrtL76?usp=drive_link,4.8,4,"Salaon Toba, Ronggur Nihuta, Samosir Regency, North Sumatra 22392",Open 24 hours,2.624472493412043,98.7340155693143,Alam,"Pemandangan, Fotografi, Trekking, Memancing, Camping, Santai","Pea Porohan adalah sebuah danau yang terletak di Desa Salaon Toba, Kec. Ronggur Nihuta, Kab. Samosir, Sumatera Utara. Danau ini dikenal dengan julukan ""danau di atas danau"" karena posisinya yang berada di ketinggian, dikelilingi oleh pepohonan hijau yang menciptakan pemandangan alam yang memukau. Pea Porohan menawarkan pengalaman yang tenang dan damai, cocok untuk berfoto, piknik, atau trekking menikmati udara segar. Sejarah dan budaya lokal yang kental juga menambah daya tarik, dengan cerita tentang sumur sakral yang dipercaya dapat menyembuhkan penyakit. Fasilitas yang tersedia termasuk home stay, sepeda air, dan tempat untuk memancing. Wisatawan juga dapat berkemah di sekitar danau dan menikmati aktivitas alam lainnya.",Ronggur Nihuta,0,5000,20000,pemandangan fotografi trekking memancing camping santai alam pea porohan danau letak desa salaon toba kec ronggur nihuta kab samosir sumatera utara danau kenal juluk danau danau posisi tinggi keliling pohon hijau cipta pandang alam pukau pea porohan tawar alam tenang damai cocok foto piknik trekking nikmat udara segar sejarah budaya lokal kental tambah daya tarik cerita sumur sakral percaya sembuh sakit fasilitas sedia home stay sepeda air pancing wisatawan kemah danau nikmat aktivitas alam
Pantai Said Dolok Parapat,https://www.google.com/maps/place/Pantai+pasir+putih+said+dolok/data=!4m7!3m6!1s0x3031eda50f73766f:0x3bdeda721ffe8650!8m2!3d2.6809914!4d98.9242616!16s%2Fg%2F11p02mnxvt!19sChIJb3ZzD6XtMTARUIb-H3La3js?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1RKtEsAarHyXTqpsydLvnzS_a0T7N8MY5?usp=drive_link,4.6,18,"Jl. Siborongborong - Parapat, Sibaganding, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",Open 24 hours,2.680996752590449,98.9242508757634,Bahari,"Aktivitas Air, Berenang, Camping, Santai","Pantai Said Dolok adalah pantai berpasir putih yang terletak di Jalan Siborong Borong - Parapat, Sibaganding, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara. Pantai ini memiliki pasir putih yang landai dengan keindahan alam yang masih alami dan bersih, menciptakan suasana yang tenang dan menenangkan bagi para pengunjung.",Girsang Sipangan Bolon,0,1000,2000,aktivitas air berenang camping santai bahari pantai said dolok pantai pasir putih letak jalan siborong borong parapat sibaganding kec girsang sipangan bolon kabupaten simalungun sumatera utara pantai milik pasir putih landai indah alam alami bersih cipta suasana tenang tenang unjung
Pantai Pakkodian,https://www.google.com/maps/place/Pakkodian/data=!4m7!3m6!1s0x302e04b328f0563f:0x290b460f48d5dd52!8m2!3d2.3396203!4d99.0134629!16s%2Fg%2F11c3k4_chx!19sChIJP1bwKLMELjARUt3VSA9GCyk?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1bSaBWRsWogzRDGbcnK5oWTOiBwtimBeJ?usp=drive_link,4.5,579,"Danau Toba, Lintong Nihuta, Kec. Tampahan, Toba, Sumatera Utara 22312",Open 24 hours,2.339834697830541,99.01344144232856,Bahari,"Aktivitas Air, Pemandangan, Berenang, Camping, Fotografi, Santai","Pantai Pakkodian terletak di pinggiran Danau Toba, tepatnya di Desa Tarabunga, Kecamatan Tampahan, Kabupaten Toba, Sumatera Utara. Pantai ini terkenal dengan pasir putihnya yang lembut dan air danau yang jernih, menciptakan pemandangan yang memukau, terutama saat matahari terbenam di balik perbukitan. Di sini, pengunjung dapat menikmati berbagai aktivitas seperti camping berenang, menyewa perahu untuk menjelajahi danau, atau memancing. Pantai Pakkodian juga menjadi tempat yang ideal untuk bersantai, berjemur, atau sekadar menikmati kedamaian alam yang tenang. Selain keindahan alamnya, pengunjung dapat berinteraksi dengan masyarakat lokal Batak yang ramah, serta menikmati pertunjukan tari dan musik tradisional yang memperkaya pengalaman wisata. Dengan fasilitas seperti penginapan, restoran, dan toko suvenir, Pantai Pakkodian menjadi destinasi yang mudah diakses dan cocok untuk liburan bersama keluarga atau teman.",Tampahan,0,5000,10000,aktivitas air pemandangan berenang camping fotografi santai bahari pantai pakkodian letak pinggir danau toba tepat desa tarabunga camat tampah kabupaten toba sumatera utara pantai kenal pasir putih lembut air danau jernih cipta pandang pukau matahari benam bukit unjung nikmat aktivitas camping renang sewa perahu jajah danau pancing pantai pakkodian ideal santa jemur nikmat damai alam tenang indah alam unjung interaksi masyarakat lokal batak ramah nikmat tunjuk tari musik tradisional kaya alam wisata fasilitas inap restoran toko suvenir pantai pakkodian destinasi mudah akses cocok libur keluarga teman
Bukit Cinta Silahisabungan,https://www.google.com/maps/place/Bukit+cinta/data=!4m7!3m6!1s0x3031b521bc259afb:0x30ff76880076acf7!8m2!3d2.7620477!4d98.5336525!16s%2Fg%2F11sszn831r!19sChIJ-5olvCG1MTAR96x2AIh2_zA?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1YK-b9iA25wjyKDDgcdAHSM1SBeuXriol?usp=drive_link,4.2,75,"Silalahi I, Silahisabungan, Dairi Regency, North Sumatra",Open 08.00-16.00,2.762229878308398,98.53352375397145,Alam,"Pemandangan, Fotografi, Camping, Trekking","Bukit Cinta Silalahi, yang terletak di Desa Silalahi, Kabupaten Dairi, Sumatera Utara, menawarkan pemandangan alam yang memukau, dengan latar belakang Danau Toba yang luas dan dikelilingi perbukitan hijau. Tempat ini dikenal dengan atmosfer romantisnya, menjadikannya destinasi ideal untuk pasangan yang ingin menghabiskan waktu bersama. Bukit ini juga populer di kalangan para fotografer berkat spot-spot menarik untuk mengabadikan keindahan alam, terutama saat matahari terbit atau terbenam. Akses ke bukit ini cukup mudah, meski jalan yang menantang membutuhkan perjalanan sekitar 4-5 jam dari Medan. Di puncaknya, pengunjung bisa menikmati pemandangan indah sambil duduk santai di gazebo atau berkemah di area yang tersedia. Bukit Cinta Silalahi adalah tempat yang menawarkan ketenangan, keindahan alam, dan pengalaman berharga di Sumatera Utara.",Silahisabungan,0,0,0,pemandangan fotografi camping trekking alam bukit cinta silalahi letak desa silalahi kabupaten dairi sumatera utara tawar pandang alam pukau latar danau toba luas keliling bukit hijau kenal atmosfer romantis jadi destinasi ideal pasang habis bukit populer kalang fotografer berkat tarik abadi indah alam matahari terbit benam akses bukit mudah jalan tantang butuh jalan jam medan puncak unjung nikmat pandang indah duduk santai gazebo kemah area sedia bukit cinta silalahi tawar tenang indah alam alam harga sumatera utara
La repa beach,https://www.google.com/maps/place/La+repa+beach/data=!4m7!3m6!1s0x3031eb2941f92749:0x7c28888217057ef6!8m2!3d2.7182254!4d98.8893516!16s%2Fg%2F11lgv5cwnp!19sChIJSSf5QSnrMTAR9n4FF4KIKHw?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1vrpF3rEb9M6tySz1sDntyuebSPmTHzTk?usp=drive_link,4.0,8,"Sipolha Horison, Pematang Sidamanik, Simalungun Regency, North Sumatra 21186",Open 24 hours,2.718252191910184,98.8893516,Alam,"Fotografi, Gua","Pantai La Repa, yang terletak di Nagori Sipolha, Kecamatan Pematang Sidamanik, Simalungun, menawarkan pengalaman wisata yang unik dan memikat. Salah satu daya tarik utama dari pantai ini adalah Gua Singirngir yang tersembunyi di sekitarnya, yang dikenal juga dengan nama Gua Mimpi. Gua ini ditemukan pada tahun 1998 dan dikenal karena keindahan stalaktit dan stalagmit yang menghiasi dindingnya. Perjalanan menuju gua ini memacu adrenalin, dengan medan yang menantang dan gelapnya suasana di dalam gua. Bagi para pecinta alam, menjelajahi gua ini adalah pengalaman yang tak terlupakan, apalagi dengan bantuan lampu kepala untuk menerangi kegelapan di dalamnya. Selain gua, pengunjung juga dapat menikmati panorama alam yang menakjubkan, bersantai di pantai berpasir putih sepanjang 250 meter, atau menikmati angin sepoi-sepoi sambil menikmati gemuruh ombak yang tenang. Pantai La Repa dengan keindahan alamnya yang eksotis ini memberikan kesempatan untuk menggabungkan petualangan dengan ketenangan.",Pematang Sidamanik,0,0,0,fotografi gua alam pantai la repa letak nagori sipolha camat pematang sidamanik simalungun tawar alam wisata unik mikat salah daya tarik utama pantai gua singirngir sembunyi kenal nama gua mimpi gua temu kenal indah stalaktit stalagmit hias dinding jalan gua pacu adrenalin medan tantang gelap suasana gua cinta alam jajah gua alam lupa bantu lampu kepala rang gelap dalam gua unjung nikmat panorama alam takjub santa pantai pasir putih meter nikmat angin nikmat gemuruh ombak tenang pantai la repa indah alam eksotis sempat gabung tualang tenang
Loho Beach And Camping Ground,https://www.google.com/maps/place/Loho+beach+%26+camping+ground/data=!4m7!3m6!1s0x3031c716dcd619f5:0x5c6070d935b51b9d!8m2!3d2.7116063!4d98.6910286!16s%2Fg%2F11y2d1k2cq!19sChIJ9RnW3BbHMTARnRu1NdlwYFw?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1jbzqTkc9FOmoo-M6DtTeWxV7WarztlIK?usp=drive_link,5.0,58,"Jl. Raya Simanindo, Parbaba, Toba, Kabupaten Samosir, Sumatera Utara 22390",Open 24 hours,2.711874220542946,98.69093204047859,Bahari,"Camping, Santai, Aktivitas Air, Berenang, Santai","Loho Beach & Camping Ground, terletak di Jl. Raya Simanindo, Parbaba, Toba, Kabupaten Samosir, Sumatera Utara, adalah destinasi wisata yang menawarkan pengalaman berlibur unik dengan kombinasi pantai dan berkemah. Terletak di kawasan dengan pemandangan alam yang memukau, tempat ini menawarkan pasir putih yang bersih dan air laut yang jernih, menciptakan suasana yang menenangkan. Pengunjung dapat menikmati berbagai aktivitas seperti berenang, berjemur, atau berkemah di dekat pantai, menikmati malam di bawah bintang-bintang dengan suara ombak sebagai latar belakang. Fasilitas camping yang tertata dengan baik memastikan kenyamanan pengunjung yang ingin merasakan liburan santai namun penuh petualangan di tengah keindahan alam.",Pangururan,0,0,0,camping santai aktivitas air berenang santai bahari loho beach camping ground letak jl raya simanindo parbaba toba kabupaten samosir sumatera utara destinasi wisata tawar alam libur unik kombinasi pantai kemah letak kawasan pandang alam pukau tawar pasir putih bersih air laut jernih cipta suasana tenang unjung nikmat aktivitas renang jemur kemah pantai nikmat malam suara ombak latar fasilitas camping tata nyaman unjung rasa libur santai penuh tualang indah alam
Pantai Pasir Putih Purbaba,"https://www.google.com/maps/place/Pantai+Pasir+Putih+Parbaba/@2.6950959,98.6794137,15z/data=!3m1!4b1!4m6!3m5!1s0x3031c645a45d4f41:0x49aff691571c6464!8m2!3d2.695096!4d98.6897135!16s%2Fg%2F11b6zxmg8l?entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://drive.google.com/drive/folders/10-PdUbcPrksmSlPBfOVoqWTywLgsRuVJ?usp=drive_link,4.2,2918,"Parbaba Dolok, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara",Open 08.00-17.00,2.6959533071956425,98.6894560079429,Bahari,"Aktivitas Air, Berenang, Perahu, Banana Boat, Olahraga","Pantai Pasir Putih Parbaba adalah destinasi wisata unik di tepi Danau Toba, Samosir, yang menawarkan hamparan pasir putih alami dengan latar belakang bukit hijau, menjadikannya tempat yang ideal untuk bersantai maupun beraktivitas seru bersama keluarga. Berlokasi tidak jauh dari Tomok, pantai ini mudah diakses dan menawarkan berbagai wahana air seperti banana boat, kano, sepeda air, dan speed boat, serta aktivitas santai seperti berenang, bermain pasir, voli pantai, atau sekadar menikmati pemandangan danau. Fasilitasnya cukup lengkap, termasuk kamar mandi, ruang ganti, tempat makan, toko cenderamata, serta penginapan terjangkau di sekitarnya.",Pangururan,5000,0,5000,aktivitas air berenang perahu banana boat olahraga bahari pantai pasir putih parbaba destinasi wisata unik tepi danau toba samosir tawar hampar pasir putih alami latar bukit hijau jadi ideal santa aktivitas seru keluarga lokasi tomok pantai mudah akses tawar wahana air banana boat kano sepeda air speed boat aktivitas santai renang main pasir voli pantai nikmat pandang danau fasilitas lengkap kamar mandi ruang ganti makan toko cenderamata inap jangkau
Perkemahan Paropo,https://www.google.com/maps/place/Perkemahan+Paropo/data=!4m7!3m6!1s0x3031b3755f6acba9:0x9c1bb632e36473ef!8m2!3d2.8441892!4d98.5295004!16s%2Fg%2F11f40ylkbw!19sChIJqctqX3WzMTAR73Nk4zK2G5w?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1IO8RE8vm-nDUNOZloeP0f4L0Fi7UeHi7?usp=drive_link,4.6,204,"Paropo I, Kec. Silahsabungan, Kabupaten Dairi, Sumatera Utara",Open 24 hours,2.84443565922668,98.52956477301427,Alam,"Pemandangan, Fotografi, Camping, Memancing, Aktivitas Air","Perkemahan Paropo terletak di Desa Paropo, Kecamatan Silahisabungan, Kabupaten Dairi, Sumatera Utara, adalah destinasi wisata alam yang terletak di tepi timur Danau Toba, menawarkan panorama indah dan udara sejuk di ketinggian 1.000 mdpl. Desa ini populer sebagai tempat camping favorit, terutama saat akhir pekan, karena suasana damainya, pemandangan danau yang jernih dikelilingi bukit hijau, dan momen matahari terbit yang menawan. Selain berkemah, pengunjung juga bisa menikmati aktivitas seperti memancing, berenang, bermain air, atau sekadar bersantai sambil menikmati alam. Fasilitas yang tersedia mencakup area berkemah lengkap, penyewaan perlengkapan camping, dan akses menuju Pulau Paropo serta wisata budaya seperti Tugu Silahisabungan yang menggelar pesta adat tahunan. Dengan keindahannya yang memesona, Paropo menjadi tempat ideal untuk menyegarkan pikiran dari hiruk pikuk kota.",Silahisabungan,15000,5000,10000,pemandangan fotografi camping memancing aktivitas air alam kemah paropo letak desa paropo camat silahisabungan kabupaten dairi sumatera utara destinasi wisata alam letak tepi timur danau toba tawar panorama indah udara sejuk tinggi mdpl desa populer camping favorit pekan suasana damai pandang danau jernih keliling bukit hijau momen matahari terbit tawan kemah unjung nikmat aktivitas pancing renang main air santa nikmat alam fasilitas sedia cakup area kemah lengkap sewa lengkap camping akses pulau paropo wisata budaya tugu silahisabungan gelar pesta adat tahun indah pesona paropo ideal segar pikir hiruk pikuk kota
Pinus Hills Simarjarunjung,https://www.google.com/maps/place/Pinus+Hills+Simarjarunjung/data=!4m7!3m6!1s0x3031bfeba9ee1ef9:0x5cdfd4f32b372494!8m2!3d2.8170001!4d98.7827456!16s%2Fg%2F11lkflf_g_!19sChIJ-R7uqeu_MTARlCQ3K_PU31w?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1T9jmeNyPF1WmcN6BVmmN9Ha1bCYq6jlW?usp=drive_link,4.2,27,"Jl. Simarjarunjung, Parik Sabungan, Kec. Dolok Pardamean, Kabupaten Simalungun, Sumatera Utara 21163",Open 24 hours,2.8171394063162043,98.78269195582143,Alam,"Pemandangan, Hiburan, Fotografi","Pinus Hills Simarjarunjung adalah destinasi wisata alam yang menawarkan hutan pinus yang asri dengan pemandangan perbukitan indah dan udara sejuk, menjadikannya tempat ideal untuk menikmati suasana alam yang tenang. Dari ketinggian bukit ini, pengunjung dapat menikmati panorama spektakuler Danau Toba dan lanskap perbukitan sekitarnya, sementara di beberapa titik telah dibangun rumah pohon (tree house) sederhana yang memberikan kesempatan sempurna untuk berswafoto dengan latar alam yang memukau.",Dolok Pardamean,0,15000,40000,pemandangan hiburan fotografi alam pinus hills simarjarunjung destinasi wisata alam tawar hutan pinus asri pandang bukit indah udara sejuk jadi ideal nikmat suasana alam tenang tinggi bukit unjung nikmat panorama spektakuler danau toba lanskap bukit titik bangun rumah pohon tree house sederhana sempat sempurna berswafoto latar alam pukau
Spot foto silalahi,https://www.google.com/maps/place/Spot+foto+silalahi/data=!4m7!3m6!1s0x3031b55c72505701:0x5e5f714df6a15b00!8m2!3d2.755638!4d98.5689484!16s%2Fg%2F11s7wbs3yw!19sChIJAVdQcly1MTARAFuh9k1xX14?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1o_lK3pbAGyxKeM4kXVXSdVwl6OjJWOGa?usp=drive_link,4.5,75,"Silalahi II, Kec. Silahsabungan, Kabupaten Dairi, Sumatera Utara",Open 24 hours,2.75585232857419,98.5688625693143,Alam,"Pemandangan, Hiburan, Trekking, Fotografi","Pada kawasan Silalahi, terdapat beberapa lokasi “anti-mainstream” dengan pemandangan Danau Toba dan perbukitan Barisan yang sangat instagramable. Spot‑spot ini mudah dijangkau oleh wisatawan dan umumnya masih tergolong sepi, sehingga cocok bagi yang ingin berfoto dengan latar alam yang menenangkan",Silahisabungan,0,0,0,pemandangan hiburan trekking fotografi alam kawasan silalahi lokasi pandang danau toba bukit baris instagramable mudah jangkau wisatawan golong sepi cocok foto latar alam tenang
Pelabuhan Ajibata,"https://www.google.com/maps/place/Pelabuhan+Ajibata/@2.6553579,98.9340245,3a,75y,90t/data=!3m8!1e2!3m6!1sCIHM0ogKEICAgIC6o-vpWg!2e10!3e12!6shttps:%2F%2Flh3.googleusercontent.com%2Fgps-cs-s%2FAC9h4noaeSLY6W0fF4eXlTKRiglS655cKq2LE5C3ATEt3PXvwYpOY7BuZUL8ExdSUpGa-pv7OKkrkM8SunV_C1VAh1znsgmmlzd99GhpIp6Ti3fu9DwyJXGNbMvH7f8UChbIXIPLKwM%3Dw86-h114-k-no!7i3024!8i4032!4m11!1m2!2m1!1spelabuhan+ajibata!3m7!1s0x3031ef99777d1195:0x94b49e482663d92d!8m2!3d2.6594408!4d98.9346176!10e5!15sChFwZWxhYnVoYW4gYWppYmF0YZIBDnBvcnRfYXV0aG9yaXR5qgE6EAEyHxABIhsCFdnoYnO0Vg1u2mQ_6gccZYPAgLc63VWhswcyFRACIhFwZWxhYnVoYW4gYWppYmF0YeABAA!16s%2Fg%2F11fqjf3g9g?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDYyMy4yIKXMDSoASAFQAw%3D%3D",https://drive.google.com/drive/folders/1s8HVj2fRYB-OjgalnjHezoIdsgoAyoi8,4.4,618,"Jl. Justin Sirait, Pardamean Ajibata, Kec. Ajibata, Kabupaten Simalungun, Sumatera Utara 21174",Open 08.00-21.00,2.659437860588545,98.93461842791324,Bahari,"Transportasi, Pemandangan","Pelabuhan Ajibata, salah satu pelabuhan di tepi Danau Toba, menjadi titik penyeberangan menggunakan kapal ferry dan wisata menuju lokasi seperti Parapat atau Ambarita",Ajibata,0,0,0,transportasi pemandangan bahari labuh ajibata salah labuh tepi danau toba titik seberang kapal ferry wisata lokasi parapat ambarita
